year,site_id,richness,shannonindex,hillnumber
2013,a-p-64,21,6.05,3.53
2013,a-p-32,24,10.9,8.43
2013,a-p-40,22,7.99,5.7
2013,a-p-57,13,9.54,8.06
2013,a-p-65,24,6.72,3.74
2013,a-l-01,9,6.88,5.86
2013,a-l-02,9,3.68,2.37
2013,a-l-03,26,11.33,7.93
2013,a-l-04,5,3.97,3.31
2013,a-l-05,16,10.38,7.69
2013,a-l-06,6,2.64,1.79
2013,a-l-07,15,9.72,7.5
2013,a-l-08,7,3.05,2.17
2013,a-l-09,26,10.92,7.42
2013,a-l-10,18,7.95,5.53
2013,a-l-11,23,9.01,6.45
2013,a-k-21,18,2.4,1.5
2013,a-p-18,19,9.42,6.62
2013,a-p-09,25,15.53,12.54
2013,a-p-10,20,10.35,6.99
2013,a-p-17,22,10.3,6.61
2014,a-s-01,6,1.25,1.08
2014,a-s-02,18,5.89,4.32
2014,a-s-03,21,3.31,2.15
2014,a-s-04,23,4.15,2.78
2014,a-s-05,18,4.45,3.11
2014,a-k-01,21,6.19,3.68
2014,a-k-02,18,4.38,3.02
2014,a-k-03,20,10.64,7.67
2014,a-k-04,23,8.34,5.53
2014,a-k-05,17,5.39,3.89
2014,a-k-06,19,5.34,3.36
2014,a-k-07,23,5.16,3.15
2014,a-k-08,20,5.2,2.69
2014,a-k-09,25,9.12,5.9
2014,a-k-10,19,3.81,2.5
2014,a-k-11,13,1.73,1.34
2014,a-k-12,20,4.62,2.46
2014,a-k-13,21,3.21,1.74
2014,a-k-14,18,6.16,4.02
2014,a-k-15,12,3.06,1.94
2014,a-k-16,22,4,2.71
2014,a-k-22,25,6.71,3.48
2014,a-k-23,24,4.55,2.27
2014,a-k-24,21,7.01,4.02
2014,a-k-25,21,7.67,5.5
2014,a-k-26,22,4.68,2.76
2014,a-k-27,25,7.63,4.33
2014,a-k-28,23,10.24,7.06
2014,a-k-29,22,3.3,2.08
2014,a-k-30,19,4.09,3.4
2014,a-k-31,18,3.94,2.7
2014,a-k-32,17,2.56,1.86
2014,a-k-33,18,2.75,1.7
2014,a-k-34,19,4.5,2.72
2014,a-k-35,15,2.19,1.41
2014,a-k-36,14,3.47,2.2
2014,a-k-37,19,2.33,1.46
2014,a-p-56,NA,NA,NA
2014,a-p-59,NA,NA,NA
2014,a-p-01,NA,NA,NA
2014,a-p-03,NA,NA,NA
2014,a-p-04,18,8.34,5.64
2014,a-p-05,19,4.82,3.14
2014,a-p-06,20,5.2,3.89
2014,a-p-07,18,4.16,3.05
2014,a-p-14,NA,NA,NA
2014,a-p-19,NA,NA,NA
2014,a-p-22,24,7.99,5.38
2014,a-p-33,20,6.31,4.33
2014,a-p-36,27,9.69,6.02
2014,a-p-38,21,8.03,5.38
2014,a-p-39,20,6.79,3.95
2014,a-p-42,21,4.6,3.08
2014,a-p-43,NA,NA,NA
2014,a-p-34,14,6.61,4.12
2014,a-p-35,20,3.24,1.97
2014,a-p-37,NA,NA,NA
2014,a-p-41,NA,NA,NA
2014,a-p-44,19,5.72,3.83
2014,a-p-45,12,4.83,3.75
2014,a-p-47,NA,NA,NA
2014,a-p-48,22,6.2,3.26
2014,a-p-50,23,8.82,5.82
2014,a-p-52,NA,NA,NA
2014,a-p-60,20,4.69,3.13
2014,a-p-64,21,5.81,3.75
2014,a-p-32,26,7.9,4.57
2014,a-p-40,NA,NA,NA
2014,a-p-57,12,5.74,3.99
2014,a-p-65,NA,NA,NA
2014,a-l-01,6,4.27,3.2
2014,a-l-02,8,3.42,2.65
2014,a-l-03,15,8.81,6.67
2014,a-l-04,6,5.39,4.92
2014,a-l-05,16,7.49,4.63
2014,a-l-06,6,4.92,4.25
2014,a-l-07,17,9.09,5.93
2014,a-l-08,10,5.75,3.88
2014,a-l-09,25,13.03,9.38
2014,a-l-10,16,8.06,5.7
2014,a-l-11,14,6.31,4.08
2014,a-k-21,19,4.31,2.35
2014,a-p-18,14,5.85,4.96
2014,a-p-09,16,8.76,6.7
2014,a-p-10,NA,NA,NA
2014,a-p-17,19,6.95,4.54
